Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,EndTime,DurationMs
1167,2026-07-14 07:26:00,svchost.exe,[netsvcs] [Themes],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,46,2026-07-14 07:26:00,3643356
1168,2026-07-14 07:26:00,svchost.exe,[LocalSystemNetworkRestricted] [UmRdpService],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,182,2026-07-14 07:26:00,1663227
1169,2026-07-14 07:26:00,sshd.exe,,01/11/2024 22:58:26 +00:00,UnknownOrUserSid,S-1-5-111-3847866527-469524349-687026318-516638107-1125189541-2592,,1137,1172,2026-07-14 06:30:00,60001
1170,2026-07-14 07:26:00,Microsoft.Windows.StartMenuExperienceHost_10.0.26100.1301_neutral_neutral_cw5n1h2txyewy!App!StartMenuExperienceHost.exe!2073/12/08:20:37:59!429bf!,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,68,2026-07-14 07:26:00,3643356
1171,2026-07-14 07:26:00,svchost.exe,[UnistackSvcGroup] [CDPUserSvc],11/12/2104 20:36:41 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,187,2026-07-14 07:26:00,3643356
1172,2026-07-14 07:26:00,svchost.exe,[netsvcs] [SessionEnv],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,157,2026-07-14 07:26:00,3643356
1173,2026-07-14 07:26:00,svchost.exe,[UserProfileService] [ProfSvc],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,85,2026-07-14 07:26:00,3643356
1174,2026-07-14 07:26:00,svchost.exe,[netsvcs] [Winmgmt],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,98,2026-07-14 07:26:00,3643356
1175,2026-07-14 07:26:00,drvinst.exe,,03/27/1987 09:40:47 +00:00,LocalSystem,S-1-5-18,,4,204,2026-07-14 06:26:00,43370
1176,2026-07-14 07:26:00,SecurityHealthService.exe,,08/26/2012 05:42:31 +00:00,LocalSystem,S-1-5-18,,4,209,2026-07-14 07:26:00,3643356
1177,2026-07-14 07:26:00,svchost.exe,[LocalService] [CDPSvc],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,122,2026-07-14 07:26:00,3643356
1178,2026-07-14 07:26:00,sppsvc.exe,,03/05/2001 02:21:13 +00:00,NetworkService,S-1-5-20,,9,109,2026-07-14 07:26:00,463371
1179,2026-07-14 07:26:00,wlrmdr.exe,,10/20/2052 13:02:22 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,205,2026-07-14 06:26:00,43370
1180,2026-07-14 07:26:00,dllhost.exe,,01/02/2064 08:07:22 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,132,2026-07-14 07:26:00,1363238
